     0.000480     0.000004     0.000066     0.000045
     0.000960     0.000029     0.000543     0.000373
     0.001440     0.000097     0.001660     0.001142
     0.001920     0.000232     0.003408     0.002355
     0.002400     0.000428     0.005709     0.003958
     0.002880     0.000662     0.008604     0.005971
     0.003360     0.000926     0.011689     0.008120
     0.003840     0.001182     0.014340     0.009977
     0.004320     0.001406     0.016878     0.011748
     0.004800     0.001590     0.019456     0.013532
     0.005280     0.001732     0.021952     0.015248
     0.005760     0.001837     0.024036     0.016675
     0.006240     0.001974     0.025295     0.017562
     0.006720     0.002091     0.026419     0.018352
     0.007200     0.002167     0.027156     0.018870
     0.007680     0.002232     0.027602     0.019190
     0.008160     0.002301     0.028014     0.019488
     0.008640     0.002355     0.028694     0.019961
     0.009120     0.002448     0.030103     0.020933
     0.009600     0.002571     0.032075     0.022292
     0.010080     0.002744     0.034662     0.024079
     0.010560     0.002909     0.037822     0.026246
     0.011040     0.003103     0.041348     0.028667
     0.011520     0.003348     0.044816     0.031066
     0.012000     0.003582     0.048517     0.033617
     0.012480     0.003765     0.051873     0.035921
     0.012960     0.003903     0.054720     0.037870
     0.013440     0.003968     0.057646     0.039848
     0.013920     0.004006     0.060713     0.041910
     0.014400     0.004009     0.063811     0.043982
     0.014880     0.004090     0.066692     0.045935
     0.015360     0.004250     0.069371     0.047778
     0.015840     0.004431     0.071641     0.049356
     0.016320     0.004503     0.073705     0.050759
     0.016800     0.004559     0.075910     0.052251
     0.017280     0.004702     0.078331     0.053917
     0.017760     0.004982     0.080705     0.055597
     0.018240     0.005326     0.082478     0.056896
     0.018720     0.005630     0.084267     0.058193
     0.019200     0.005896     0.085910     0.059379
     0.019680     0.006093     0.087276     0.060358
     0.020160     0.006220     0.088282     0.061072
     0.020640     0.006405     0.089153     0.061715
     0.021120     0.006679     0.089780     0.062225
     0.021600     0.006963     0.090061     0.062507
     0.022080     0.007233     0.090934     0.063181
     0.022560     0.007523     0.091977     0.063974
     0.023040     0.007794     0.093268     0.064926
     0.023520     0.008120     0.095364     0.066436
     0.024000     0.008557     0.098014     0.068352
     0.024480     0.009121     0.101433     0.070824
     0.024960     0.009815     0.105235     0.073596
     0.025440     0.010544     0.108813     0.076229
     0.025920     0.011230     0.111931     0.078541
