     0.000480     0.000004     0.000056     0.000039
     0.000960     0.000035     0.000542     0.000374
     0.001440     0.000113     0.001811     0.001248
     0.001920     0.000227     0.003769     0.002595
     0.002400     0.000386     0.006466     0.004450
     0.002880     0.000586     0.009692     0.006672
     0.003360     0.000805     0.012822     0.008837
     0.003840     0.000996     0.015361     0.010598
     0.004320     0.001156     0.017676     0.012198
     0.004800     0.001348     0.020111     0.013890
     0.005280     0.001517     0.022086     0.015266
     0.005760     0.001709     0.023682     0.016396
     0.006240     0.001949     0.025382     0.017612
     0.006720     0.002170     0.027062     0.018808
     0.007200     0.002336     0.028501     0.019825
     0.007680     0.002477     0.029967     0.020852
     0.008160     0.002562     0.031801     0.022106
     0.008640     0.002601     0.033937     0.023546
     0.009120     0.002671     0.036057     0.024986
     0.009600     0.002796     0.037819     0.026206
     0.010080     0.002934     0.039457     0.027347
     0.010560     0.003052     0.041177     0.028536
     0.011040     0.003185     0.042196     0.029261
     0.011520     0.003334     0.042668     0.029626
     0.012000     0.003476     0.043513     0.030238
     0.012480     0.003651     0.045497     0.031622
     0.012960     0.003842     0.048300     0.033559
     0.013440     0.003981     0.051598     0.035809
     0.013920     0.004139     0.055256     0.038306
     0.014400     0.004343     0.058920     0.040824
     0.014880     0.004592     0.062196     0.043096
     0.015360     0.004874     0.065079     0.045116
     0.015840     0.005171     0.067933     0.047123
     0.016320     0.005473     0.070385     0.048862
     0.016800     0.005752     0.072930     0.050655
     0.017280     0.006014     0.075383     0.052382
     0.017760     0.006258     0.078033     0.054234
     0.018240     0.006521     0.080372     0.055885
     0.018720     0.006727     0.082824     0.057592
     0.019200     0.006853     0.086117     0.059835
     0.019680     0.006928     0.089589     0.062180
     0.020160     0.007052     0.093324     0.064718
     0.020640     0.007253     0.097217     0.067387
     0.021120     0.007527     0.100372     0.069587
     0.021600     0.007866     0.103196     0.071587
     0.022080     0.008208     0.105089     0.072965
     0.022560     0.008640     0.106539     0.074078
     0.023040     0.009056     0.106792     0.074385
     0.023520     0.009446     0.106346     0.074216
