     0.000480     0.000004     0.000067     0.000046
     0.000960     0.000036     0.000586     0.000402
     0.001440     0.000112     0.001958     0.001340
     0.001920     0.000230     0.004088     0.002795
     0.002400     0.000376     0.006726     0.004598
     0.002880     0.000548     0.009557     0.006538
     0.003360     0.000724     0.012426     0.008505
     0.003840     0.000914     0.015289     0.010472
     0.004320     0.001069     0.018193     0.012455
     0.004800     0.001198     0.020823     0.014247
     0.005280     0.001312     0.022987     0.015724
     0.005760     0.001438     0.024979     0.017091
     0.006240     0.001581     0.026772     0.018331
     0.006720     0.001729     0.028587     0.019588
     0.007200     0.001892     0.030105     0.020651
     0.007680     0.002046     0.031635     0.021720
     0.008160     0.002219     0.033139     0.022778
     0.008640     0.002399     0.034916     0.024021
     0.009120     0.002575     0.036355     0.025036
     0.009600     0.002772     0.037781     0.026050
     0.010080     0.002989     0.040059     0.027638
     0.010560     0.003194     0.042724     0.029478
     0.011040     0.003339     0.046358     0.031943
     0.011520     0.003416     0.050790     0.034916
     0.012000     0.003455     0.054937     0.037687
     0.012480     0.003425     0.058442     0.040007
     0.012960     0.003428     0.061775     0.042224
     0.013440     0.003479     0.065236     0.044543
     0.013920     0.003607     0.068695     0.046885
     0.014400     0.003791     0.072374     0.049393
     0.014880     0.003981     0.076831     0.052421
     0.015360     0.004157     0.081261     0.055425
     0.015840     0.004337     0.085160     0.058078
     0.016320     0.004504     0.088456     0.060325
     0.016800     0.004672     0.090807     0.061945
     0.017280     0.004890     0.092273     0.062993
     0.017760     0.005200     0.093344     0.063808
     0.018240     0.005580     0.094333     0.064594
     0.018720     0.005969     0.095374     0.065416
     0.019200     0.006381     0.096496     0.066300
     0.019680     0.006803     0.097336     0.067000
     0.020160     0.007239     0.097913     0.067530
     0.020640     0.007673     0.097688     0.067526
     0.021120     0.008126     0.097546     0.067583
     0.021600     0.008530     0.098135     0.068110
     0.022080     0.008829     0.100512     0.069791
     0.022560     0.009123     0.104080     0.072262
     0.023040     0.009407     0.108268     0.075142
     0.023520     0.009616     0.113147     0.078456
     0.024000     0.009756     0.117941     0.081691
     0.024480     0.009883     0.122203     0.084567
     0.024960     0.009992     0.125968     0.087107
     0.025440     0.010167     0.128576     0.088899
     0.025920     0.010493     0.128407     0.088897
     0.026400     0.011021     0.126792     0.088000
     0.026880     0.011647     0.125259     0.087190
     0.027360     0.012246     0.124630     0.086972
     0.027840     0.012788     0.125439     0.087692
     0.028320     0.013335     0.127247     0.089077
     0.028800     0.013954     0.129911     0.091056
     0.029280     0.014514     0.133586     0.093687
     0.029760     0.015028     0.138052     0.096829
     0.030240     0.015540     0.142465     0.099935
     0.030720     0.016148     0.146397     0.102753
